"","bird","horm.id","rnaseq.id","sex","tissue","treatment","external","internal","group"
"217","s186.l.o.pk","s/l-o/pk","s186.l.o.pk_female_hypothalamus_extend","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend"
"218","s186.l.o.pk","s/l-o/pk","s186.l.o.pk_female_pituitary_extend","female","pituitary","extend","chicks","late","female.pituitary.extend"
"219","x.o61","x-o61","x.o61_female_gonad_extend.hatch","female","gonads","extend","chicks","late","female.gonads.extend"
"220","x.o61","x-o61","x.o61_female_hypothalamus_extend.hatch","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend"
"221","x.o61","x-o61","x.o61_female_pituitary_extend.hatch","female","pituitary","extend","chicks","late","female.pituitary.extend"
"222","x.y64","x-y64","x.y64_female_gonad_extend","female","gonads","extend","chicks","late","female.gonads.extend"
"223","x.y64","x-y64","x.y64_female_hypothalamus_extend","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend"
"224","x.y64","x-y64","x.y64_female_pituitary_extend","female","pituitary","extend","chicks","late","female.pituitary.extend"
"225","blu84.x","blu84-x","blu84.x_male_gonad_extend.hatch","male","gonads","extend","chicks","late","male.gonads.extend"
"226","blu84.x","blu84-x","blu84.x_male_hypothalamus_extend.hatch","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"227","blu84.x","blu84-x","blu84.x_male_pituitary_extend.hatch","male","pituitary","extend","chicks","late","male.pituitary.extend"
"228","g.s351.pk.w","g/s-pk/w","g.s351.pk.w_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"229","g.s351.pk.w","g/s-pk/w","g.s351.pk.w_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"230","g.s351.pk.w","g/s-pk/w","g.s351.pk.w_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"231","g3.g119.w20","g3-g119/w20","g3.g119.w20_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"232","g3.g119.w20","g3-g119/w20","g3.g119.w20_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"233","g3.g119.w20","g3-g119/w20","g3.g119.w20_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"234","g8.y197","g8/w32-y147","g8.y197_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"235","g8.y197","g8/w32-y147","g8.y197_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"236","g8.y197","g8/w32-y147","g8.y197_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"237","l.s.o.blk","l/s-o/blk","l.s.o.blk_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"238","l.s.o.blk","l/s-o/blk","l.s.o.blk_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"239","l.s.o.blk","l/s-o/blk","l.s.o.blk_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"240","r.s057.g.pk",NA,"r.s057.g.pk_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"241","r.s057.g.pk",NA,"r.s057.g.pk_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"242","r.s057.g.pk",NA,"r.s057.g.pk_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"243","r.s086.l.blk","r/s-l/blk","r.s086.l.blk_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"244","r.s086.l.blk","r/s-l/blk","r.s086.l.blk_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"245","r.s086.l.blk","r/s-l/blk","r.s086.l.blk_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"246","r.s172.l.y","r/s-l/y","r.s172.l.y_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"247","r.s172.l.y","r/s-l/y","r.s172.l.y_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"248","r.s172.l.y","r/s-l/y","r.s172.l.y_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"249","x.blu69","x-blu69","x.blu69_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"250","x.blu69","x-blu69","x.blu69_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"251","x.blu69","x-blu69","x.blu69_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"252","x.blu73","x-blu73","x.blu73_male_gonad_extend","male","gonads","extend","chicks","late","male.gonads.extend"
"253","x.blu73","x-blu73","x.blu73_male_hypothalamus_extend","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend"
"254","x.blu73","x-blu73","x.blu73_male_pituitary_extend","male","pituitary","extend","chicks","late","male.pituitary.extend"
"255","blk21.x","blk21-x","blk21.x_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"256","blk21.x","blk21-x","blk21.x_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"257","blk21.x","blk21-x","blk21.x_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"258","blu103.x","blu103-x","blu103.x_female_gonad_hatch.NYNO","female","gonads","hatch","chicks","late","female.gonads.hatch"
"259","blu103.x","blu103-x","blu103.x_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"260","blu103.x","blu103-x","blu103.x_female_pituitary_hatch.NYNO","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"261","blu124.w180.x","blu124/w180-x","blu124.w180.x_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"262","blu124.w180.x","blu124/w180-x","blu124.w180.x_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"263","blu124.w180.x","blu124/w180-x","blu124.w180.x_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"264","o172.w115.x","o172/w115-x","o172.w115.x_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"265","o172.w115.x","o172/w115-x","o172.w115.x_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"266","o172.w115.x","o172/w115-x","o172.w115.x_female_pituitary_hatch.NYNO","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"267","r183.o22","r183-o72","r183.o22_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"268","r183.o22","r183-o72","r183.o22_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"269","r183.o22","r183-o72","r183.o22_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"270","x.o37.blu50","x-o37/blu50","x.o37.blu50_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"271","x.o37.blu50","x-o37/blu50","x.o37.blu50_female_hypothalamus_hatch.NYNO","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"272","x.o37.blu50","x-o37/blu50","x.o37.blu50_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"273","x.r44.w95","x-r44/w95","x.r44.w95_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"274","x.r44.w95","x-r44/w95","x.r44.w95_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"275","x.r44.w95","x-r44/w95","x.r44.w95_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"276","x.y90","x-Y90","x.y90_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"277","x.y90","x-Y90","x.y90_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"278","x.y90","x-Y90","x.y90_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"279","y15.x","y15-x","y15.x_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"280","y15.x","y15-x","y15.x_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"281","y15.x","y15-x","y15.x_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"282","y7.g58",NA,"y7.g58_female_gonad_hatch","female","gonads","hatch","chicks","late","female.gonads.hatch"
"283","y7.g58",NA,"y7.g58_female_hypothalamus_hatch","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch"
"284","y7.g58",NA,"y7.g58_female_pituitary_hatch","female","pituitary","hatch","chicks","late","female.pituitary.hatch"
"285","blu104.w120.x","blu104/w120-x","blu104.w120.x_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"286","blu104.w120.x","blu104/w120-x","blu104.w120.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"287","blu104.w120.x","blu104/w120-x","blu104.w120.x_male_pituitary_hatch.NYNO","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"288","g114.w83.x","g114/w83-x","g114.w83.x_male_gonad_hatch.NYNO","male","gonads","hatch","chicks","late","male.gonads.hatch"
"289","g114.w83.x","g114/w83-x","g114.w83.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"290","g114.w83.x","g114/w83-x","g114.w83.x_male_pituitary_hatch.NYNO","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"291","g53.y84","g53-y84","g53.y84_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"292","g53.y84","g53-y84","g53.y84_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"293","g53.y84","g53-y84","g53.y84_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"294","o39.y77.x","o39/y77-x","o39.y77.x_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"295","o39.y77.x","o39/y77-x","o39.y77.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"296","o39.y77.x","o39/y77-x","o39.y77.x_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"297","o44.blu26.x","o44/blu26-x","o44.blu26.x_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"298","o44.blu26.x","o44/blu26-x","o44.blu26.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"299","o44.blu26.x","o44/blu26-x","o44.blu26.x_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"300","r41.w99.x","r41/w99-x","r41.w99.x_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"301","r41.w99.x","r41/w99-x","r41.w99.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"302","r41.w99.x","r41/w99-x","r41.w99.x_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"303","r72.y83.x","R72/Y83-x","r72.y83.x_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"304","r72.y83.x","R72/Y83-x","r72.y83.x_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"305","r72.y83.x","R72/Y83-x","r72.y83.x_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"306","x.g70","x-g70","x.g70_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"307","x.g70","x-g70","x.g70_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"308","x.g70","x-g70","x.g70_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"309","x.o160.w102","x-o160/w102","x.o160.w102_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"310","x.o160.w102","x-o160/w102","x.o160.w102_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"311","x.o160.w102","x-o160/w102","x.o160.w102_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"312","x.r178","x-r178","x.r178_male_gonad_hatch","male","gonads","hatch","chicks","late","male.gonads.hatch"
"313","x.r178","x-r178","x.r178_male_hypothalamus_hatch","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch"
"314","x.r178","x-r178","x.r178_male_pituitary_hatch","male","pituitary","hatch","chicks","late","male.pituitary.hatch"
"315","g142.r40.x","g142/r40-x","g142.r40.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"316","g142.r40.x","g142/r40-x","g142.r40.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"317","g142.r40.x","g142/r40-x","g142.r40.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"318","o35.r51.x","o35/r51-x","o35.r51.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"319","o35.r51.x","o35/r51-x","o35.r51.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"320","o35.r51.x","o35/r51-x","o35.r51.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"321","o52.blu53","o52-blu53","o52.blu53_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"322","o52.blu53","o52-blu53","o52.blu53_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"323","o52.blu53","o52-blu53","o52.blu53_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"324","r49.w189.x","r49/w189-x","r49.w189.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"325","r49.w189.x","r49/w189-x","r49.w189.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"326","r49.w189.x","r49/w189-x","r49.w189.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"327","x.blu116.w107","x-blu116","x.blu116.w107_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"328","x.blu116.w107","x-blu116","x.blu116.w107_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"329","x.blu116.w107","x-blu116","x.blu116.w107_female_pituitary_inc.d17.NYNO","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"330","x.o159.w90","x-o159/w90","x.o159.w90_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"331","x.o159.w90","x-o159/w90","x.o159.w90_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"332","x.o159.w90","x-o159/w90","x.o159.w90_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"333","x.r48.y139","x-r48/y139","x.r48.y139_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"334","x.r48.y139","x-r48/y139","x.r48.y139_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"335","x.r48.y139","x-r48/y139","x.r48.y139_female_pituitary_inc.d17.NYNO","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"336","y126.w92.x","y126/w92-x","y126.w92.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"337","y126.w92.x","y126/w92-x","y126.w92.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"338","y126.w92.x","y126/w92-x","y126.w92.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"339","y130.o170.x","y130/o170-x","y130.o170.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"340","y130.o170.x","y130/o170-x","y130.o170.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"341","y130.o170.x","y130/o170-x","y130.o170.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"342","y135.blu107.x","y135/blu107-x","y135.blu107.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"343","y135.blu107.x","y135/blu107-x","y135.blu107.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"344","y135.blu107.x","y135/blu107-x","y135.blu107.x_female_pituitary_inc.d17.NYNO","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"345","y136.x","y136-x","y136.x_female_gonad_inc.d17","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17"
"346","y136.x","y136-x","y136.x_female_hypothalamus_inc.d17","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17"
"347","y136.x","y136-x","y136.x_female_pituitary_inc.d17","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17"
"348","blk17.x","blk17-x","blk17.x_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"349","blk17.x","blk17-x","blk17.x_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"350","blk17.x","blk17-x","blk17.x_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"351","blu113.w124.x","blu113/w124-x","blu113.w124.x_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"352","blu113.w124.x","blu113/w124-x","blu113.w124.x_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"353","blu113.w124.x","blu113/w124-x","blu113.w124.x_male_pituitary_inc.d17.NYNO","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"354","blu121.w91.x","blu121/w91-x","blu121.w91.x_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"355","blu121.w91.x","blu121/w91-x","blu121.w91.x_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"356","blu121.w91.x","blu121/w91-x","blu121.w91.x_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"357","g130.y81.x","g130/y81-x","g130.y81.x_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"358","g130.y81.x","g130/y81-x","g130.y81.x_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"359","g130.y81.x","g130/y81-x","g130.y81.x_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"360","g143.blu32.x","g143/blu32-x","g143.blu32.x_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"361","g143.blu32.x","g143/blu32-x","g143.blu32.x_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"362","g143.blu32.x","g143/blu32-x","g143.blu32.x_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"363","r176.blu54","r176-blu54","r176.blu54_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"364","r176.blu54","r176-blu54","r176.blu54_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"365","r176.blu54","r176-blu54","r176.blu54_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"366","x.blu117.w89","x-blu117/w89","x.blu117.w89_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"367","x.blu117.w89","x-blu117/w89","x.blu117.w89_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"368","x.blu117.w89","x-blu117/w89","x.blu117.w89_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"369","x.g14.w199","x-g14/w199","x.g14.w199_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"370","x.g14.w199","x-g14/w199","x.g14.w199_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"371","x.g14.w199","x-g14/w199","x.g14.w199_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"372","x.r29.w96","x-r29/w96","x.r29.w96_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"373","x.r29.w96","x-r29/w96","x.r29.w96_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"374","x.r29.w96","x-r29/w96","x.r29.w96_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"375","x.y132.w76","x-y132/w76","x.y132.w76_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"376","x.y132.w76","x-y132/w76","x.y132.w76_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"377","x.y132.w76","x-y132/w76","x.y132.w76_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"378","y133.w77.r58","y133/w77-r58","y133.w77.r58_male_gonad_inc.d17","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17"
"379","y133.w77.r58","y133/w77-r58","y133.w77.r58_male_hypothalamus_inc.d17","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17"
"380","y133.w77.r58","y133/w77-r58","y133.w77.r58_male_pituitary_inc.d17","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17"
"381","blu39.o26.x","blu39/o26-x","blu39.o26.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"382","blu39.o26.x","blu39/o26-x","blu39.o26.x_female_hypothalamus_inc.d3.NYNO","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"383","blu39.o26.x","blu39/o26-x","blu39.o26.x_female_pituitary_inc.d3.NYNO","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"384","g6.w197.x","g6/w197-x","g6.w197.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"385","g6.w197.x","g6/w197-x","g6.w197.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"386","g6.w197.x","g6/w197-x","g6.w197.x_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"387","o156.w80.x","o156/w80-x","o156.w80.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"388","o156.w80.x","o156/w80-x","o156.w80.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"389","o156.w80.x","o156/w80-x","o156.w80.x_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"390","o165.w122.x","o165/w122-x","o165.w122.x_female_gonad_inc.d3.NYNO","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"391","o165.w122.x","o165/w122-x","o165.w122.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"392","o165.w122.x","o165/w122-x","o165.w122.x_female_pituitary_inc.d3.NYNO","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"393","o173.w179.x","o173/w179-x","o173.w179.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"394","o173.w179.x","o173/w179-x","o173.w179.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"395","o173.w179.x","o173/w179-x","o173.w179.x_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"396","r27.w111.blu125","r27/w111-blu125","r27.w111.blu125_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"397","r27.w111.blu125","r27/w111-blu125","r27.w111.blu125_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"398","r27.w111.blu125","r27/w111-blu125","r27.w111.blu125_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"399","r73.g127.x","r73/g127-x","r73.g127.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"400","r73.g127.x","r73/g127-x","r73.g127.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"401","r73.g127.x","r73/g127-x","r73.g127.x_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"402","x.blu102.w105","x-blu102/w105","x.blu102.w105_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"403","x.blu102.w105","x-blu102/w105","x.blu102.w105_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"404","x.blu102.w105","x-blu102/w105","x.blu102.w105_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"405","x.r33.w183","x-r33/w183","x.r33.w183_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"406","x.r33.w183","x-r33/w183","x.r33.w183_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"407","x.r33.w183","x-r33/w183","x.r33.w183_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"408","y13.x","y13-x","y13.x_female_gonad_inc.d3","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3"
"409","y13.x","y13-x","y13.x_female_hypothalamus_inc.d3","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3"
"410","y13.x","y13-x","y13.x_female_pituitary_inc.d3","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3"
"411","blu111.w113.x","blu111/w113-x","blu111.w113.x_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"412","blu111.w113.x","blu111/w113-x","blu111.w113.x_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"413","blu111.w113.x","blu111/w113-x","blu111.w113.x_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"414","g146.blu51","g146-blu51","g146.blu51_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"415","g146.blu51","g146-blu51","g146.blu51_male_hypothalamus_inc.d3.NYNO","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
