MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3630383	Defa24	defensin, alpha, 24	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630383	Defa24	defensin, alpha, 24	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3630383	Defa24	defensin, alpha, 24	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630383	Defa24	defensin, alpha, 24	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630383	Defa24	defensin, alpha, 24	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3630385	Defa25	defensin, alpha, 25	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630385	Defa25	defensin, alpha, 25	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3630390	Defa26	defensin, alpha, 26	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3630390	Defa26	defensin, alpha, 26	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3642780	Defa27	defensin, alpha, 27	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3646688	Defa28	defensin, alpha, 28	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:94881	Defa29	defensin, alpha, 29	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3808881	Defa30	defensin, alpha, 30	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		defense response to bacterium			IDA		J:91749 	
MGI:102509	Defa31	defensin, alpha, 31	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:102509	Defa31	defensin, alpha, 31	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3709048	Defa34	defensin, alpha, 34	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3711900	Defa35	defensin, alpha, 35	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3705236	Defa37	defensin, alpha, 37	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3709605	Defa38	defensin, alpha, 38	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3611585	Defa39	defensin, alpha, 39	8		response to bacterium			IEP		J:190322 	
MGI:3708769	Defa40	defensin, alpha, 40	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3708769	Defa40	defensin, alpha, 40	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3705230	Defa41	defensin, alpha, 41	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:3645033	Defa42	defensin, alpha, 42	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		defense response to bacterium			IDA		J:165955 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:99592	Defa-rs2	defensin, alpha, related sequence 2	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102512	Defa-rs4	defensin, alpha,, related sequence 4	8		defense response to Gram-negative bacterium			IDA		J:91749 	
MGI:102512	Defa-rs4	defensin, alpha,, related sequence 4	8		defense response to Gram-positive bacterium			IDA		J:91749 	
MGI:102512	Defa-rs4	defensin, alpha,, related sequence 4	8		response to lipopolysaccharide			IDA		J:91749 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:102516	Defa-rs10	defensin, alpha, related sequence 10	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		antibacterial humoral response			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		antimicrobial humoral immune response mediated by antimicrobial peptide			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		cellular response to lipopolysaccharide			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		defense response to Gram-negative bacterium			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		defense response to Gram-positive bacterium			IBA	PTN002275316 	J:265628 	
MGI:102514	Defa-rs12	defensin, alpha, related sequence 12	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:1096878	Defb1	defensin beta 1	8		defense response to bacterium			ISO	P60022 	J:168725 	
MGI:1096878	Defb1	defensin beta 1	8		innate immune response			IMP		J:76529 	
MGI:1096878	Defb1	defensin beta 1	8		response to bacterium			IMP		J:76529 	
MGI:1338754	Defb2	defensin beta 2	8		defense response to bacterium	happens in cornea		IMP		J:144321 	
MGI:1351612	Defb3	defensin beta 3	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1351612	Defb3	defensin beta 3	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1351612	Defb3	defensin beta 3	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:1351612	Defb3	defensin beta 3	8		defense response to bacterium			IMP	MGI:3528568 	J:168725 	
MGI:1351612	Defb3	defensin beta 3	8		defense response to bacterium			IMP	MGI:5519129 	J:199719 	
MGI:1927667	Defb4	defensin beta 4	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1927667	Defb4	defensin beta 4	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1927667	Defb4	defensin beta 4	8		chemotaxis			IDA		J:233575 	
MGI:1927667	Defb4	defensin beta 4	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:1927667	Defb4	defensin beta 4	8		defense response to bacterium			IMP		J:199719 	
MGI:1927667	Defb4	defensin beta 4	8		defense response to bacterium			ISO	O15263 	J:168725 	
MGI:1927667	Defb4	defensin beta 4	8		defense response to Gram-negative bacterium			IDA		J:233575 	
MGI:1927667	Defb4	defensin beta 4	8		defense response to Gram-positive bacterium			IDA		J:233575 	
MGI:1933153	Defb5	defensin beta 5	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1933153	Defb5	defensin beta 5	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:1933153	Defb5	defensin beta 5	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2151044	Defb6	defensin beta 6	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2151044	Defb6	defensin beta 6	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2151044	Defb6	defensin beta 6	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2151044	Defb6	defensin beta 6	8		defense response to Gram-negative bacterium			IDA		J:78571 	
MGI:2179200	Defb7	defensin beta 7	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2179200	Defb7	defensin beta 7	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2179200	Defb7	defensin beta 7	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2654206	Defb8	defensin beta 8	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2654206	Defb8	defensin beta 8	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2654206	Defb8	defensin beta 8	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2654206	Defb8	defensin beta 8	8		defense response to bacterium			IDA		J:78153 	
MGI:2654206	Defb8	defensin beta 8	8		positive chemotaxis			IBA	MGI:2675345 PTN000464032 	J:265628 	
MGI:2179198	Defb9	defensin beta 9	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2179205	Defb10	defensin beta 10	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2179197	Defb11	defensin beta 11	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1924924	Defb12	defensin beta 12	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1924924	Defb12	defensin beta 12	8		defense response to Gram-negative bacterium			IDA		J:78571 	
MGI:1924924	Defb12	defensin beta 12	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2179203	Defb13	defensin beta 13	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2675345	Defb14	defensin beta 14	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2675345	Defb14	defensin beta 14	8		cell chemotaxis			IDA		J:132395 	
MGI:2675345	Defb14	defensin beta 14	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:2675345	Defb14	defensin beta 14	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2675345	Defb14	defensin beta 14	8		defense response to bacterium			IDA		J:132395 	
MGI:2675345	Defb14	defensin beta 14	8		defense response to bacterium			ISO	P81534 	J:168725 	
MGI:2179202	Defb15	defensin beta 15	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2179202	Defb15	defensin beta 15	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3648148	Defb18	defensin beta 18	1		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3648148	Defb18	defensin beta 18	1		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2385955	Defb19	defensin beta 19	2		antifungal innate immune response			ISO	Q8N690 	J:164563 	
MGI:2385955	Defb19	defensin beta 19	2		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2385955	Defb19	defensin beta 19	2		defense response to Gram-negative bacterium			ISO	Q8N690 	J:164563 	
MGI:2385955	Defb19	defensin beta 19	2		defense response to Gram-positive bacterium			ISO	Q8N690 	J:164563 	
MGI:2385955	Defb19	defensin beta 19	2		innate immune response			ISO	Q8N690 	J:164563 	
MGI:2442320	Defb20	defensin beta 20	2		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2442320	Defb20	defensin beta 20	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3045368	Defb22	defensin beta 22	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3651158	Defb25	defensin beta 25	2		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3651158	Defb25	defensin beta 25	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:1922650	Defb29	defensin beta 29	2		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1922650	Defb29	defensin beta 29	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:1920920	Defb30	defensin beta 30	14		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1920920	Defb30	defensin beta 30	14		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3647176	Defb33	defensin beta 33	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3647176	Defb33	defensin beta 33	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3647176	Defb33	defensin beta 33	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:2672979	Defb34	defensin beta 34	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2672979	Defb34	defensin beta 34	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2179204	Defb35	defensin beta 35	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2179204	Defb35	defensin beta 35	8		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2385956	Defb36	defensin beta 36	2		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2385956	Defb36	defensin beta 36	2		innate immune response			IEA	IPR025933 	J:72247 	
MGI:2672966	Defb37	defensin beta 37	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2672972	Defb38	defensin beta 38	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2672974	Defb39	defensin beta 39	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2672976	Defb40	defensin beta 40	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1924923	Defb41	defensin beta 41	1		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:1924923	Defb41	defensin beta 41	1		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3033850	Defb42	defensin beta 42	14		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3033850	Defb42	defensin beta 42	14		defense response to bacterium			IEA	IPR035307 	J:72247 	
MGI:3647180	Defb43	defensin beta 43	14		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:3647180	Defb43	defensin beta 43	14		innate immune response			IEA	IPR025933 	J:72247 	
MGI:3646525	Defb46	defensin beta 46	8		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3646525	Defb46	defensin beta 46	8		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3646525	Defb46	defensin beta 46	8		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:3646525	Defb46	defensin beta 46	8		positive chemotaxis			IBA	MGI:2675345 PTN000464032 	J:265628 	
MGI:3644478	Defb47	defensin beta 47	14		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3644478	Defb47	defensin beta 47	14		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3644478	Defb47	defensin beta 47	14		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:3644478	Defb47	defensin beta 47	14		positive chemotaxis			IBA	MGI:2675345 PTN000464032 	J:265628 	
MGI:3646223	Defb48	defensin beta 48	14		cell chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3646223	Defb48	defensin beta 48	14		chemotaxis			IBA	PTN000464032 	J:265628 	
MGI:3646223	Defb48	defensin beta 48	14		defense response to bacterium			IBA	PTN000464032 	J:265628 	
MGI:3055870	Defb50	defensin beta 50	8		defense response to bacterium			IEA	KW-0044 	J:60000 	
MGI:2141101	Depdc5	DEP domain containing 5	5		cellular response to amino acid starvation			IBA	PTN000323637 	J:265628 	
MGI:2141101	Depdc5	DEP domain containing 5	5		cellular response to amino acid starvation			ISO	O75140 	J:164563 	
MGI:2442474	Dgkb	diacylglycerol kinase, beta	12		response to bacterium			IEP		J:190322 	
MGI:102918	Dgkq	diacylglycerol kinase, theta	5		response to ATP			ISO	P52824 	J:164563 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of inflammatory response			IMP		J:243487 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		positive regulation of innate immune response			IMP		J:243487 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		regulation of defense response to virus by host			IMP		J:243487 	
MGI:1919412	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3		defense response to virus			IEA	KW-0051 	J:60000 	
MGI:1919412	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1919412	Dhx36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	3		response to virus			IMP		J:173994 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		defense response to virus			IEA	KW-0051 	J:60000 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of innate immune response			IMP		J:183197 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of innate immune response			ISO	Q96C10 	J:164563 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of MDA-5 signaling pathway			ISO	Q96C10 	J:164563 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of RIG-I signaling pathway			IMP		J:146113 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		negative regulation of RIG-I signaling pathway			ISO	Q96C10 	J:164563 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		positive regulation of MDA-5 signaling pathway			IMP		J:156867 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		positive regulation of RIG-I signaling pathway			IMP		J:156867 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		regulation of innate immune response			ISO	Q96C10 	J:164563 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		response to bacterium			IEP		J:190322 	
MGI:1931560	Dhx58	DEXH (Asp-Glu-X-His) box polypeptide 58	11		response to virus			IMP		J:156867 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		defense response to virus			IMP	MGI:3719397 	J:123635 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		regulation of inflammatory response			IMP		J:138683 	
MGI:3777561	dleon	de Leon	6		motor neuron axon guidance	happens in spinal cord,happens in motor neuron		IMP	MGI:3777572 	J:132726 	
MGI:101926	Dlx5	distal-less homeobox 5	6		axon guidance	happens in olfactory lobe,has the participant olfactory receptor cell		IMP	MGI:2180475 	J:124891 	
MGI:101926	Dlx5	distal-less homeobox 5	6		interneuron axon guidance			IMP	MGI:2180475 	J:231786 	
MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7		antimicrobial humoral immune response mediated by antimicrobial peptide			ISO	Q9UGM3 	J:164563 	
MGI:106210	Dmbt1	deleted in malignant brain tumors 1	7		defense response to Gram-negative bacterium			IDA		J:84937 	
