MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1202388	Gas7	growth arrest specific 7	11		neuron differentiation			IDA		J:118056 	
MGI:1202388	Gas7	growth arrest specific 7	11		neuron projection morphogenesis			IBA	PTN001890901 	J:265628 	
MGI:1202388	Gas7	growth arrest specific 7	11		neuron projection morphogenesis	happens in cerebellum,happens in Purkinje cell		IMP		J:49905 	
MGI:1202386	Gas8	growth arrest specific 8	8		brain development	results in the development of brain		IMP	MGI:3870680 MGI:5803867 	J:234173 	
MGI:1202386	Gas8	growth arrest specific 8	8		brain development	happens in brain		IMP	MGI:3870680 	J:234173 	
MGI:95661	Gata1	GATA binding protein 1	X		basophil differentiation			IEA	IPR029524 	J:72247 	
MGI:95661	Gata1	GATA binding protein 1	X		dendritic cell differentiation	results in the differentiation of dendritic cell		IDA		J:127223 	
MGI:95661	Gata1	GATA binding protein 1	X		embryonic hemopoiesis			IMP	MGI:2429992 	J:47295 	
MGI:95661	Gata1	GATA binding protein 1	X		eosinophil differentiation			IEA	IPR029524 	J:72247 	
MGI:95661	Gata1	GATA binding protein 1	X		eosinophil fate commitment			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte development			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation			IDA		J:45321 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation			IGI	MGI:1095400 	J:41622 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation			IMP		J:172911 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation			IMP	MGI:2179748 	J:1557 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation	happens in liver,results in the differentiation of erythrocyte		IMP	MGI:2179748 	J:36462 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation	results in the differentiation of erythrocyte		IMP	MGI:2179748 	J:22558 	
MGI:95661	Gata1	GATA binding protein 1	X		erythrocyte differentiation			IMP	MGI:2429992 	J:47295 	
MGI:95661	Gata1	GATA binding protein 1	X		male gonad development			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		megakaryocyte differentiation			IDA		J:45321 	
MGI:95661	Gata1	GATA binding protein 1	X		megakaryocyte differentiation			IGI	MGI:1095400 	J:41622 	
MGI:95661	Gata1	GATA binding protein 1	X		megakaryocyte differentiation	results in the differentiation of megakaryocyte		IMP	MGI:2177587 	J:41605 	
MGI:95661	Gata1	GATA binding protein 1	X		megakaryocyte differentiation			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		myeloid cell differentiation	happens in extraembryonic component,results in the differentiation of erythroblast		IMP	MGI:1857600 	J:36249 	
MGI:95661	Gata1	GATA binding protein 1	X		myeloid cell differentiation	results in the differentiation of erythroblast		IMP	MGI:1857600 	J:33666 	
MGI:95661	Gata1	GATA binding protein 1	X		myeloid cell differentiation	happens in extraembryonic component,results in the differentiation of primitive red blood cell		IMP	MGI:3038080 	J:40321 	
MGI:95661	Gata1	GATA binding protein 1	X		negative regulation of bone mineralization	regulates a function/process that happens in femur		IMP	MGI:2177586 	J:111270 	
MGI:95661	Gata1	GATA binding protein 1	X		platelet formation	has the participant platelet		IMP	MGI:2177587 	J:41605 	
MGI:95661	Gata1	GATA binding protein 1	X		platelet formation			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		positive regulation of erythrocyte differentiation			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		regulation of definitive erythrocyte differentiation			IDA		J:175208 	
MGI:95661	Gata1	GATA binding protein 1	X		regulation of definitive erythrocyte differentiation			ISO	P15976 	J:164563 	
MGI:95661	Gata1	GATA binding protein 1	X		regulation of primitive erythrocyte differentiation			IGI	MGI:95662 	J:87696 	
MGI:95662	Gata2	GATA binding protein 2	6		cell differentiation in hindbrain	happens in trigeminal ganglion,results in the differentiation of CNS neuron (sensu Vertebrata)|happens in rhombomere 2,results in the differentiation of CNS neuron (sensu Vertebrata)|happens in rhombomere 4,results in the differentiation of CNS neuron (sensu Vertebrata)|happens in rhombomere 5,results in the differentiation of CNS neuron (sensu Vertebrata)		IMP	MGI:1857743 	J:55705 	
MGI:95662	Gata2	GATA binding protein 2	6		central nervous system neuron development	results in the development of acoustic ganglion,has the participant CNS neuron (sensu Vertebrata)|results in the development of facial ganglion,has the participant CNS neuron (sensu Vertebrata)|results in the development of trigeminal ganglion,has the participant CNS neuron (sensu Vertebrata)|results in the development of rhombomere 2,has the participant CNS neuron (sensu Vertebrata)|results in the development of rhombomere 4,has the participant CNS neuron (sensu Vertebrata)|results in the development of rhombomere 5,has the participant CNS neuron (sensu Vertebrata)|results in the development of future spinal cord,has the participant CNS neuron (sensu Vertebrata)		IMP	MGI:1857743 	J:55705 	
MGI:95662	Gata2	GATA binding protein 2	6		commitment of neuronal cell to specific neuron type in forebrain	happens in diencephalon		IMP	MGI:4818492 	J:188110 	
MGI:95662	Gata2	GATA binding protein 2	6		definitive hemopoiesis	happens in embryo		IMP	MGI:1857743 	J:51332 	
MGI:95662	Gata2	GATA binding protein 2	6		definitive hemopoiesis	happens in liver		IMP	MGI:1857743 	J:20316 	
MGI:95662	Gata2	GATA binding protein 2	6		embryonic placenta development	results in the development of decidua		IMP	MGI:1857743 	J:38829 	
MGI:95662	Gata2	GATA binding protein 2	6		eosinophil fate commitment			ISO	P23769 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		GABAergic neuron differentiation	happens in diencephalon		IMP	MGI:4818492 	J:188110 	
MGI:95662	Gata2	GATA binding protein 2	6		hemopoiesis			IEA	IPR029522 	J:72247 	
MGI:95662	Gata2	GATA binding protein 2	6		inner ear morphogenesis	has the participant endolymphatic appendage		IMP	MGI:4818492 	J:163272 	
MGI:95662	Gata2	GATA binding protein 2	6		negative regulation of macrophage differentiation			IDA		J:129434 	
MGI:95662	Gata2	GATA binding protein 2	6		negative regulation of myeloid cell differentiation	regulates the differentiation of hematopoietic lineage restricted progenitor cell		IMP		J:131628 	
MGI:95662	Gata2	GATA binding protein 2	6		neuron differentiation	results in the differentiation of serotonergic neuron		IMP		J:88591 	
MGI:95662	Gata2	GATA binding protein 2	6		neuron fate commitment	has the participant midbrain,results in a cell's commitment to GABAergic neuron|has the participant rhombomere 1,results in a cell's commitment to serotonergic neuron		IMP	MGI:4818492 	J:143527 	
MGI:95662	Gata2	GATA binding protein 2	6		neuron migration			ISO	RGD:2664 	J:155856 	
MGI:95662	Gata2	GATA binding protein 2	6		pituitary gland development	results in the development of pituitary gland,has the participant gonadtroph|results in the development of pituitary gland,has the participant thyrotroph		IMP	MGI:2179995 MGI:3628639 	J:108963 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of angiogenesis			IBA	PTN002560234 	J:265628 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of angiogenesis	regulates the formation of decidua		IMP	MGI:1857743 	J:38829 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of angiogenesis			ISO	P23769 	J:73065 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis			ISO	P23769 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of cell migration involved in sprouting angiogenesis			ISO	P23769 	J:164563 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of erythrocyte differentiation			IDA		J:129434 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of megakaryocyte differentiation			IDA		J:129434 	
MGI:95662	Gata2	GATA binding protein 2	6		positive regulation of neuron differentiation			ISO	RGD:2664 	J:155856 	
MGI:95662	Gata2	GATA binding protein 2	6		regulation of forebrain neuron differentiation	regulates a function/process that happens in diencephalon		IMP	MGI:4818492 	J:188110 	
MGI:95662	Gata2	GATA binding protein 2	6		regulation of primitive erythrocyte differentiation			IGI	MGI:95661 	J:87696 	
MGI:95662	Gata2	GATA binding protein 2	6		semicircular canal development	results in the development of lateral semicircular canal epithelium|results in the development of posterior semicircular canal epithelium|results in the development of superior semicircular canal epithelium		IMP	MGI:4818492 	J:163272 	
MGI:95662	Gata2	GATA binding protein 2	6		urogenital system development	results in the development of Mullerian tubercle|results in the development of nephric duct of male, mesonephric portion		IMP	MGI:1857743 	J:51332 	
MGI:95662	Gata2	GATA binding protein 2	6		ventral spinal cord interneuron differentiation	happens in future spinal cord,results in the differentiation of spinal cord interneuron		IMP	MGI:1857743 	J:63686 	
MGI:95663	Gata3	GATA binding protein 3	2		aortic valve morphogenesis			IMP		J:144855 	
MGI:95663	Gata3	GATA binding protein 3	2		axon guidance			IMP	MGI:2181200 	J:66227 	
MGI:95663	Gata3	GATA binding protein 3	2		canonical Wnt signaling pathway involved in metanephric kidney development			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		cardiac right ventricle morphogenesis			IMP		J:144855 	
MGI:95663	Gata3	GATA binding protein 3	2		ear development			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		embryonic hemopoiesis			IGI	MGI:102811 	J:59281 	
MGI:95663	Gata3	GATA binding protein 3	2		embryonic hemopoiesis	has the participant liver		IMP	MGI:2153826 	J:28393 	
MGI:95663	Gata3	GATA binding protein 3	2		embryonic organ development			IBA	PTN002560228 	J:265628 	
MGI:95663	Gata3	GATA binding protein 3	2		embryonic organ development			IMP	MGI:2181200 	J:66227 	
MGI:95663	Gata3	GATA binding protein 3	2		erythrocyte differentiation			IDA		J:47295 	
MGI:95663	Gata3	GATA binding protein 3	2		immune system development			IBA	PTN002560228 	J:265628 	
MGI:95663	Gata3	GATA binding protein 3	2		inner ear morphogenesis			IMP	MGI:2153826 	J:173156 	
MGI:95663	Gata3	GATA binding protein 3	2		inner ear morphogenesis			IMP	MGI:2181200 	J:66227 	
MGI:95663	Gata3	GATA binding protein 3	2		kidney development			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		lens development in camera-type eye			IMP	MGI:2181200 	J:151537 	
MGI:95663	Gata3	GATA binding protein 3	2		male gonad development			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		mast cell differentiation			IDA		J:123414 	
MGI:95663	Gata3	GATA binding protein 3	2		mesonephros development	results in the development of mesonephros		IMP	MGI:3720332 	J:104408 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of cell proliferation involved in mesonephros development			IMP		J:104408 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of fibroblast growth factor receptor signaling pathway involved in ureteric bud formation			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of glial cell-derived neurotrophic factor receptor signaling pathway involved in ureteric bud formation			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		negative regulation of mammary gland epithelial cell proliferation			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		nephric duct formation			IMP		J:104408 	
MGI:95663	Gata3	GATA binding protein 3	2		nephric duct morphogenesis			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		nervous system development			IMP	MGI:2153826 	J:28393 	
MGI:95663	Gata3	GATA binding protein 3	2		neuron differentiation			IMP	MGI:3487291 	J:165266 	
MGI:95663	Gata3	GATA binding protein 3	2		neuron migration	happens in rhombomere 4		IMP	MGI:2181200 	J:44550 	
MGI:95663	Gata3	GATA binding protein 3	2		otic vesicle development			IMP	MGI:2181200 	J:66227 	
MGI:95663	Gata3	GATA binding protein 3	2		parathyroid gland development			IMP	MGI:2181201 	J:161634 	
MGI:95663	Gata3	GATA binding protein 3	2		pharyngeal system development			IMP		J:144855 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of T cell differentiation			IDA		J:175335 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of ureteric bud formation			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		pro-T cell differentiation			IMP	MGI:2181200 MGI:3696958 MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CD4-positive helper T cell		IMP	MGI:3487291 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		regulation of nephron tubule epithelial cell differentiation			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		regulation of neuron projection development	regulates a function/process that happens in cochlear duct,regulates a function/process that happens in spiral ganglion neuron		IMP	MGI:3487291 MGI:4440745 	J:196086 	
MGI:95663	Gata3	GATA binding protein 3	2		sympathetic nervous system development	results in the development of sympathetic ganglion		IMP	MGI:2153826 	J:98339 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			IDA		J:20161 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			ISO	P04234 	J:18816 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IGI	MGI:88127 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2153825 	J:37093 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2683927 	J:86996 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		T-helper 2 cell differentiation			IDA		J:165738 	
MGI:95663	Gata3	GATA binding protein 3	2		thymic T cell selection			IMP	MGI:2683927 	J:86996 	
MGI:95663	Gata3	GATA binding protein 3	2		thymus development			IMP	MGI:2683927 	J:86996 J:140498 	
MGI:95663	Gata3	GATA binding protein 3	2		ureter maturation			IMP	MGI:3719568 	J:171426 	
MGI:95663	Gata3	GATA binding protein 3	2		ureter morphogenesis			IGI	MGI:95388 MGI:95457 MGI:97486 MGI:99783 	J:174353 	
MGI:95663	Gata3	GATA binding protein 3	2		ureteric bud formation			IMP		J:104408 	
MGI:95663	Gata3	GATA binding protein 3	2		uterus development			IMP		J:142876 	
MGI:95663	Gata3	GATA binding protein 3	2		ventricular septum development			IMP		J:144855 	
MGI:95664	Gata4	GATA binding protein 4	14		aortic valve morphogenesis			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		atrial septum morphogenesis			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		atrial septum primum morphogenesis			IMP		J:129483 	
MGI:95664	Gata4	GATA binding protein 4	14		atrial septum secundum morphogenesis			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		atrioventricular canal development			IGI	P97471 	J:170471 	
MGI:95664	Gata4	GATA binding protein 4	14		atrioventricular valve formation			IGI	P97471 	J:170471 	
MGI:95664	Gata4	GATA binding protein 4	14		atrioventricular valve morphogenesis	has the participant heart		IGI	MGI:102541 	J:145175 	
MGI:95664	Gata4	GATA binding protein 4	14		atrioventricular valve morphogenesis			TAS		J:99745 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle cell differentiation	results in the differentiation of cardiac muscle cell		IGI	MGI:102541 MGI:99458 	J:167933 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle cell differentiation			IGI	MGI:107516 	J:135185 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle cell differentiation			IMP	MGI:3793424 	J:135185 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle cell differentiation			NAS		J:173154 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle tissue development			IBA	PTN002560190 	J:265628 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac muscle tissue development	results in the development of cardiac muscle tissue		IGI	MGI:107516 	J:171966 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac right ventricle morphogenesis			IMP		J:129483 	
MGI:95664	Gata4	GATA binding protein 4	14		cardiac septum development			IGI	P97471 	J:170471 	
MGI:95664	Gata4	GATA binding protein 4	14		cell growth involved in cardiac muscle cell development			ISO	RGD:2665 	J:155856 	
MGI:95664	Gata4	GATA binding protein 4	14		diaphragm morphogenesis			TAS		J:129483 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic digestive tract morphogenesis	has the participant stomach epithelium		IMP	MGI:2386764 	J:101033 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic foregut morphogenesis	has the participant gut		IMP	MGI:2179443 	J:40145 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic foregut morphogenesis	has the participant embryo		IMP	MGI:2386265 	J:40144 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic heart tube anterior/posterior pattern specification	results in axial patterning of embryo		IMP	MGI:2386265 	J:40144 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic heart tube development	results in the development of heart		IMP	MGI:2179443 	J:40145 	
MGI:95664	Gata4	GATA binding protein 4	14		embryonic heart tube development	results in the development of heart		IMP	MGI:2386265 	J:40144 	
MGI:95664	Gata4	GATA binding protein 4	14		endocardial cushion development	results in the development of heart		IGI	MGI:102541 	J:145175 	
MGI:95664	Gata4	GATA binding protein 4	14		endocardial cushion development			IMP		J:129483 	
MGI:95664	Gata4	GATA binding protein 4	14		endocardial cushion development			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		heart development			IMP	MGI:2386764 	J:77392 	
MGI:95664	Gata4	GATA binding protein 4	14		heart development	results in the development of heart atrium|results in the development of pulmonary valve|results in the development of left ventricle cardiac muscle|results in the development of right ventricle cardiac muscle		IMP	MGI:3526853 MGI:3526854 MGI:3526856 	J:94637 	
MGI:95664	Gata4	GATA binding protein 4	14		heart looping			IMP		J:92434 	
MGI:95664	Gata4	GATA binding protein 4	14		heart morphogenesis			IMP		J:127378 	
MGI:95664	Gata4	GATA binding protein 4	14		intestinal epithelial cell differentiation			ISO	P43694 	J:47815 	
MGI:95664	Gata4	GATA binding protein 4	14		lung lobe formation	results in the formation of right lung accessory lobe		IMP	MGI:2386764 	J:134027 	
MGI:95664	Gata4	GATA binding protein 4	14		lung morphogenesis			TAS		J:129483 	
MGI:95664	Gata4	GATA binding protein 4	14		male gonad development			ISO	P43694 	J:164563 	
MGI:95664	Gata4	GATA binding protein 4	14		mitral valve formation			TAS		J:99745 	
MGI:95664	Gata4	GATA binding protein 4	14		outflow tract morphogenesis			TAS		J:99745 	
MGI:95664	Gata4	GATA binding protein 4	14		positive regulation of angiogenesis			IDA		J:127378 	
MGI:95664	Gata4	GATA binding protein 4	14		positive regulation of cardiac muscle cell proliferation	regulates a function/process that happens in heart		IGI	MGI:102541 	J:145175 	
MGI:95664	Gata4	GATA binding protein 4	14		regulation of cardiac muscle cell proliferation			IMP	MGI:3526854 	J:99203 	
MGI:95664	Gata4	GATA binding protein 4	14		seminiferous tubule development	results in the development of mouse		IMP	MGI:3042214 MGI:3778685 	J:169018 	
MGI:95664	Gata4	GATA binding protein 4	14		Sertoli cell differentiation	happens in mouse		IMP	MGI:3042214 MGI:3778685 	J:169018 	
MGI:95664	Gata4	GATA binding protein 4	14		skeletal muscle cell differentiation			NAS		J:173154 	
MGI:95664	Gata4	GATA binding protein 4	14		tricuspid valve formation			TAS		J:99745 	
MGI:95664	Gata4	GATA binding protein 4	14		vasculogenesis involved in coronary vascular morphogenesis			TAS		J:169941 	
MGI:95664	Gata4	GATA binding protein 4	14		ventricular cardiac muscle tissue development	results in the development of heart		IGI	MGI:102541 	J:145175 	
MGI:95664	Gata4	GATA binding protein 4	14		ventricular septum development			IMP		J:129483 	
MGI:109497	Gata5	GATA binding protein 5	2		aortic valve morphogenesis			IMP		J:175663 	
MGI:109497	Gata5	GATA binding protein 5	2		aortic valve morphogenesis			ISO	Q9BWX5 	J:164563 	
MGI:109497	Gata5	GATA binding protein 5	2		cardiac muscle tissue development			IBA	PTN002560190 	J:265628 	
MGI:109497	Gata5	GATA binding protein 5	2		endocardial cushion fusion	is a part of aortic valve morphogenesis		IMP		J:175663 	
MGI:109497	Gata5	GATA binding protein 5	2		intestinal epithelial cell differentiation			ISO	Q9BWX5 	J:47815 	
MGI:109497	Gata5	GATA binding protein 5	2		positive regulation of cardiac endothelial to mesenchymal transition	is a part of aortic valve morphogenesis,happens in embryo,happens in outflow tract|is a part of aortic valve morphogenesis,happens in embryo,happens in atrioventricular canal		IMP		J:175663 	
MGI:109497	Gata5	GATA binding protein 5	2		positive regulation of Notch signaling pathway involved in heart induction			IMP		J:175663 	
MGI:109497	Gata5	GATA binding protein 5	2		positive regulation of transcription from RNA polymerase II promoter involved in heart development	regulates_expression_of Nos3,happens in outflow tract,is a part of aortic valve morphogenesis|regulates_expression_of Nos3,happens in endothelial cell,happens in heart left ventricle,is a part of aortic valve morphogenesis		IDA		J:175663 	
MGI:107516	Gata6	GATA binding protein 6	18		animal organ formation	results in the formation of pancreas		IMP		J:119284 	
MGI:107516	Gata6	GATA binding protein 6	18		cardiac muscle cell differentiation	results in the differentiation of muscle cell		IGI	MGI:95664 	J:135185 	
MGI:107516	Gata6	GATA binding protein 6	18		cardiac muscle cell differentiation	results in the differentiation of epiblast cell		IGI	MGI:95664 	J:135185 	
MGI:107516	Gata6	GATA binding protein 6	18		cardiac muscle cell differentiation	results in the differentiation of epiblast cell		IMP	MGI:3793425 	J:135185 	
MGI:107516	Gata6	GATA binding protein 6	18		cardiac muscle tissue development	results in the development of cardiac muscle tissue		IGI	MGI:95664 	J:171966 	
MGI:107516	Gata6	GATA binding protein 6	18		cardiac vascular smooth muscle cell differentiation			ISO	Q92908 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		club cell differentiation	happens in lung,results in the differentiation of club cell		IGI	MGI:108067 	J:117072 	
MGI:107516	Gata6	GATA binding protein 6	18		intestinal epithelial cell differentiation			ISO	Q92908 	J:47815 	
MGI:107516	Gata6	GATA binding protein 6	18		liver development	results in the development of hepatic primordium|results in the development of foregut epithelium		IMP	MGI:3576383 	J:97579 	
MGI:107516	Gata6	GATA binding protein 6	18		lung saccule development	results in the development of lung		IGI	MGI:108067 	J:117072 	
MGI:107516	Gata6	GATA binding protein 6	18		outflow tract septum morphogenesis			ISO	Q92908 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		pancreas development	results in the development of pancreas		IMP		J:119284 	
MGI:107516	Gata6	GATA binding protein 6	18		pancreatic A cell differentiation	happens in pancreas		IMP		J:119284 	
MGI:107516	Gata6	GATA binding protein 6	18		positive regulation of angiogenesis			ISO	Q92908 	J:164563 	
MGI:107516	Gata6	GATA binding protein 6	18		positive regulation of cardiac muscle cell proliferation	regulates a function/process that happens in heart		IGI	MGI:102541 	J:145175 	
MGI:107516	Gata6	GATA binding protein 6	18		type B pancreatic cell differentiation	happens in pancreas		IMP		J:119284 	
MGI:107516	Gata6	GATA binding protein 6	18		type II pneumocyte differentiation	happens in lung,results in the differentiation of pneumocyte		IGI	MGI:108067 	J:117072 	
MGI:2384585	Gatad2a	GATA zinc finger domain containing 2A	8		anterior neuropore closure			IMP		J:126871 	
MGI:2384585	Gatad2a	GATA zinc finger domain containing 2A	8		blood vessel development			IMP		J:126871 	
MGI:2384585	Gatad2a	GATA zinc finger domain containing 2A	8		neural fold formation	has the participant neural tube		IMP		J:126871 	
MGI:95665	Gba	glucosidase, beta, acid	3		skin morphogenesis			ISO	RGD:1589149 	J:155856 	
MGI:2654325	Gba2	glucosidase beta 2	4		central nervous system development			IBA	PTN000291746 	J:265628 	
MGI:2654325	Gba2	glucosidase beta 2	4		central nervous system neuron development			ISO	Q9HCG7 	J:164563 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		cerebellum development			IBA	PTN000677857 	J:265628 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		hindbrain development			IBA	PTN000677857 	J:265628 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		neuron fate commitment	happens in spinal cord dorsal horn,results in a cell's commitment to GABAergic interneuron		IMP		J:201154 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		regulation of nervous system development			IBA	PTN000677856 	J:265628 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		sensory neuron axon guidance	happens in spinal cord		IMP		J:197199 	
MGI:95667	Gbx1	gastrulation brain homeobox 1	5		spinal cord motor neuron differentiation	happens in spinal cord		IMP		J:197199 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		autonomic nervous system development	results in the development of trigeminal ganglion|results in the development of glossopharyngeal ganglion|results in the development of vagus ganglion		IMP	MGI:1857634 	J:100584 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		axon guidance			IMP	MGI:1857634 	J:76341 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		branching involved in blood vessel morphogenesis	happens in 4th arch artery|happens in 6th arch artery		IGI	MGI:99604 	J:100584 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		branching involved in blood vessel morphogenesis	happens in 4th arch artery|happens in 6th arch artery		IMP	MGI:1857634 	J:100584 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		cerebellar granule cell precursor proliferation			IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		cerebellar granule cell precursor proliferation	happens in cerebellum primordium		IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		cerebellum development			IBA	PTN000677857 	J:265628 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		cerebellum development	results in the development of midbrain|results in the development of hindbrain venous system		IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		forebrain neuron development	happens in telencephalon,results in the development of cholinergic neuron		IMP	MGI:1857634 	J:166699 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		hindbrain development			IBA	PTN000677857 	J:265628 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		hindbrain development	results in the development of rhombomere 5|results in the development of rhombomere 6|results in the development of rhombomere 4|results in the development of rhombomere 3|results in the development of rhombomere 2|results in the development of rhombomere 1		IMP	MGI:1857634 	J:98487 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		hindbrain development	results in the development of midbrain|results in the development of hindbrain venous system		IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		inner ear morphogenesis	has the participant inner ear		IMP	MGI:1857634 	J:100584 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		inner ear morphogenesis	has the participant inner ear vestibular component		IMP	MGI:1857634 	J:98487 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		midbrain-hindbrain boundary development			IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		midbrain-hindbrain boundary morphogenesis			IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		neural crest cell migration	happens in embryo		IMP		J:195357 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		neural crest cell migration	happens in 4th branchial arch mesenchyme derived from neural crest,results in the movement of migratory cranial neural crest cell		IMP	MGI:1857634 	J:152319 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		neural crest cell migration	happens in 4th branchial arch mesenchyme derived from neural crest,results in the movement of migratory neural crest cell		IMP	MGI:1857634 	J:100584 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		regulation of nervous system development			IBA	PTN000677856 	J:265628 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		rhombomere 2 development	results in the development of rhombomere 2		IMP	MGI:1857634 	J:108519 	
MGI:95668	Gbx2	gastrulation brain homeobox 2	1		thalamus development	results in the development of diencephalon		IMP	MGI:1857634 MGI:3840448 	J:147282 	
