"net$colors","gene"
"turquoise","RIF1"
"turquoise","RILP"
"turquoise","RILPL1"
"turquoise","RIMBP2"
"turquoise","RIMKLB"
"turquoise","RIMS1"
"turquoise","RIMS2"
"turquoise","RIMS3"
"turquoise","RIMS4"
"turquoise","RIN2"
"turquoise","RIN3"
"turquoise","RINT1"
"turquoise","RIOK1"
"turquoise","RIOK2"
"turquoise","RIOK3"
"turquoise","RIPK1"
"turquoise","RIPK2"
"turquoise","RIPK3"
"turquoise","RIPK4"
"turquoise","RIPPLY2"
"turquoise","RIT1"
"green","RIT2"
"turquoise","RITA1"
"grey","RLBP1"
"turquoise","RLF"
"turquoise","RLIM"
"salmon","RLN1"
"turquoise","RLTPR"
"turquoise","RMDN1"
"turquoise","RMDN2"
"turquoise","RMDN3"
"turquoise","RMI1"
"turquoise","RMI2"
"turquoise","RMND1"
"turquoise","RMND5A"
"turquoise","RNASEH2B"
"turquoise","RNASEK"
"turquoise","RNASEL"
"turquoise","RND2"
"turquoise","RND3"
"turquoise","RNF10"
"turquoise","RNF103"
"turquoise","RNF11"
"turquoise","RNF111"
"turquoise","RNF113A"
"turquoise","RNF114"
"turquoise","RNF115"
"turquoise","RNF121"
"turquoise","RNF122"
"turquoise","RNF123"
"turquoise","RNF126"
"turquoise","RNF128"
"turquoise","RNF13"
"turquoise","RNF130"
"turquoise","RNF138"
"turquoise","RNF14"
"turquoise","RNF141"
"turquoise","RNF144A"
"turquoise","RNF144B"
"turquoise","RNF145"
"turquoise","RNF146"
"turquoise","RNF149"
"turquoise","RNF150"
"turquoise","RNF151"
"turquoise","RNF152"
"turquoise","RNF157"
"turquoise","RNF165"
"turquoise","RNF166"
"turquoise","RNF168"
"turquoise","RNF169"
"turquoise","RNF17"
"turquoise","RNF170"
"turquoise","RNF180"
"turquoise","RNF182"
"turquoise","RNF185"
"grey","RNF186"
"turquoise","RNF19A"
"turquoise","RNF19B"
"turquoise","RNF2"
"turquoise","RNF20"
"turquoise","RNF207"
"turquoise","RNF208"
"purple","RNF212"
"cyan","RNF213"
"turquoise","RNF214"
"turquoise","RNF215"
"turquoise","RNF216"
"magenta","RNF217"
"turquoise","RNF219"
"turquoise","RNF220"
"grey","RNF223"
"turquoise","RNF24"
"turquoise","RNF25"
"turquoise","RNF26"
"turquoise","RNF32"
"turquoise","RNF34"
"turquoise","RNF38"
"turquoise","RNF4"
"turquoise","RNF41"
"turquoise","RNF43"
"turquoise","RNF44"
"turquoise","RNF6"
"turquoise","RNF7"
"turquoise","RNF8"
"turquoise","RNFT1"
"turquoise","RNFT2"
"turquoise","RNGTT"
"turquoise","RNH1"
"turquoise","RNLS"
"turquoise","RNMT"
"turquoise","RNMTL1"
"turquoise","RNPC3"
"turquoise","RNPEP"
"turquoise","RNPEPL1"
"turquoise","RNPS1"
"green","ROBO1"
"turquoise","ROBO2"
"turquoise","ROBO4"
"turquoise","ROCK1"
"turquoise","ROCK2"
"turquoise","ROGDI"
"turquoise","ROM1"
"turquoise","ROMO1"
"turquoise","ROPN1L"
"turquoise","ROR1"
"turquoise","RORA"
"greenyellow","RORB"
"turquoise","RORC"
"grey","ROS1"
"grey","RP1"
"turquoise","RP1-130H16.18"
"turquoise","RP1-27O5.3"
"turquoise","RP1-309K20.6"
"turquoise","RP1-37E16.12"
"turquoise","RP11-101E3.5"
"turquoise","RP11-1035H13.3"
"turquoise","RP11-106M3.2"
"turquoise","RP11-106M3.5"
"turquoise","RP11-1085N6.3"
"turquoise","RP11-108K14.8"
"turquoise","RP11-108O10.8"
"turquoise","RP11-145E5.5"
"turquoise","RP11-152F13.10"
"turquoise","RP11-155D18.12"
"turquoise","RP11-156P1.2"
"turquoise","RP11-159G9.5"
"turquoise","RP11-162P23.2"
"grey","RP11-166N6.1"
"turquoise","RP11-166N6.3"
"turquoise","RP11-195F19.29"
"turquoise","RP11-196G11.1"
"turquoise","RP11-20I23.1"
"turquoise","RP11-215A19.2"
"turquoise","RP11-234B24.6"
"turquoise","RP11-240B13.2"
"turquoise","RP11-244H3.4"
"turquoise","RP11-26J3.4"
"turquoise","RP11-286N22.8"
"turquoise","RP11-287D1.3"
"turquoise","RP11-290H9.2"
"turquoise","RP11-292K15.2"
"turquoise","RP11-295K3.1"
"turquoise","RP11-295P9.13"
"turquoise","RP11-296A16.1"
"turquoise","RP11-2C24.9"
"turquoise","RP11-318A15.7"
"turquoise","RP11-330H6.5"
"turquoise","RP11-343C2.11"
"turquoise","RP11-343C2.9"
"turquoise","RP11-345J4.5"
"turquoise","RP11-371E8.4"
"turquoise","RP11-385J1.3"
"turquoise","RP11-407N17.3"
"turquoise","RP11-411B6.6"
"turquoise","RP11-434D12.1"
"turquoise","RP11-447L10.1"
"turquoise","RP11-449H3.3"
"turquoise","RP11-455G16.1"
"turquoise","RP11-45M22.4"
"turquoise","RP11-463C8.4"
"turquoise","RP11-463D19.2"
"turquoise","RP11-478C19.2"
"turquoise","RP11-47I22.4"
"turquoise","RP11-49K24.9"
"turquoise","RP11-505K9.4"
"turquoise","RP11-512M8.5"
"turquoise","RP11-514O12.4"
"grey","RP11-514P8.6"
"turquoise","RP11-529K1.3"
"turquoise","RP11-552F3.12"
"turquoise","RP11-561B11.2"
"turquoise","RP11-565P22.6"
"turquoise","RP11-574K11.31"
"turquoise","RP11-598P20.5"
"turquoise","RP11-5A19.5"
"turquoise","RP11-690P14.4"
"turquoise","RP11-724O16.1"
"turquoise","RP11-73M18.2"
"turquoise","RP11-762I7.5"
"turquoise","RP11-77K12.7"
"grey","RP11-834C11.12"
"turquoise","RP11-849F2.7"
"turquoise","RP11-87C12.2"
"turquoise","RP11-894J14.5"
"turquoise","RP11-96O20.4"
"turquoise","RP13-1032I1.10"
"turquoise","RP13-512J5.1"
"grey","RP1L1"
"turquoise","RP2"
"turquoise","RP3-461F17.3"
"turquoise","RP3-468K18.7"
"turquoise","RP4-539M6.19"
"turquoise","RP4-583P15.15"
"turquoise","RP4-613B23.5"
"turquoise","RP5-1021I20.4"
"brown","RP5-1028K7.3"
"turquoise","RP5-864K19.6"
"yellow","RP5-877J2.1"
"yellow","RP5-966M1.6"
"turquoise","RP9"
"turquoise","RPA1"
"turquoise","RPA2"
"turquoise","RPA3"
"turquoise","RPAIN"
"turquoise","RPAP1"
"turquoise","RPAP2"
"turquoise","RPAP3"
"turquoise","RPE"
"brown","RPE65"
"turquoise","RPF1"
"turquoise","RPF2"
"turquoise","RPGR"
"turquoise","RPGRIP1L"
"turquoise","RPH3A"
"turquoise","RPH3AL"
"turquoise","RPIA"
"turquoise","RPL10A"
"turquoise","RPL10L"
"turquoise","RPL11"
"turquoise","RPL12"
"turquoise","RPL13"
"turquoise","RPL14"
"turquoise","RPL15"
"turquoise","RPL17"
"turquoise","RPL18A"
"turquoise","RPL19"
"turquoise","RPL21"
"turquoise","RPL22"
"turquoise","RPL22L1"
"turquoise","RPL23"
"turquoise","RPL23A"
"turquoise","RPL24"
"turquoise","RPL27"
"turquoise","RPL27A"
"turquoise","RPL29"
"turquoise","RPL3"
"turquoise","RPL30"
"turquoise","RPL31"
"turquoise","RPL32"
"turquoise","RPL34"
"turquoise","RPL35"
"turquoise","RPL35A"
"turquoise","RPL36"
"green","RPL36A"
"turquoise","RPL37"
"turquoise","RPL37A"
"turquoise","RPL38"
"turquoise","RPL39"
"turquoise","RPL4"
"turquoise","RPL5"
"turquoise","RPL6"
"turquoise","RPL7"
"turquoise","RPL7A"
"turquoise","RPL7L1"
"turquoise","RPL8"
"turquoise","RPL9"
"turquoise","RPLP0"
"turquoise","RPLP1"
"turquoise","RPLP2"
"turquoise","RPN1"
"turquoise","RPN2"
"turquoise","RPP14"
"turquoise","RPP25"
"turquoise","RPP30"
"turquoise","RPP38"
"turquoise","RPP40"
"turquoise","RPRD1A"
"turquoise","RPRD1B"
"turquoise","RPRD2"
"turquoise","RPRM"
"turquoise","RPS10"
"turquoise","RPS11"
"turquoise","RPS12"
"turquoise","RPS13"
"turquoise","RPS14"
"turquoise","RPS15"
"green","RPS15A"
"turquoise","RPS16"
"turquoise","RPS17"
"turquoise","RPS19"
"turquoise","RPS19BP1"
"turquoise","RPS2"
"turquoise","RPS20"
"turquoise","RPS21"
"turquoise","RPS23"
"turquoise","RPS24"
"turquoise","RPS25"
"turquoise","RPS26"
"turquoise","RPS27A"
"turquoise","RPS27L"
"turquoise","RPS28"
"turquoise","RPS29"
"turquoise","RPS3"
"turquoise","RPS3A"
"turquoise","RPS4X"
"turquoise","RPS5"
"turquoise","RPS6"
"turquoise","RPS6KA1"
"turquoise","RPS6KA3"
"turquoise","RPS6KA5"
"turquoise","RPS6KA6"
"turquoise","RPS6KB1"
"turquoise","RPS6KB2"
"turquoise","RPS6KC1"
"turquoise","RPS6KL1"
"turquoise","RPS7"
"turquoise","RPS8"
"turquoise","RPSA"
"turquoise","RPTOR"
"turquoise","RPUSD1"
"turquoise","RPUSD2"
"turquoise","RPUSD3"
"turquoise","RPUSD4"
"turquoise","RQCD1"
"turquoise","RRAD"
"turquoise","RRAGB"
"turquoise","RRAGC"
"turquoise","RRAGD"
"turquoise","RRAS2"
"turquoise","RRBP1"
"turquoise","RREB1"
"turquoise","RRM1"
"red","RRM2"
"turquoise","RRM2B"
"turquoise","RRN3"
"turquoise","RRNAD1"
"turquoise","RRP12"
"turquoise","RRP15"
"turquoise","RRP1B"
"turquoise","RRP7A"
"turquoise","RRP8"
"turquoise","RRP9"
"turquoise","RRS1"
"turquoise","RS1"
"cyan","RSAD2"
"turquoise","RSBN1"
"turquoise","RSBN1L"
"turquoise","RSF1"
"turquoise","RSG1"
"turquoise","RSL1D1"
"turquoise","RSL24D1"
"turquoise","RSPH1"
"turquoise","RSPH10B"
"turquoise","RSPH14"
"turquoise","RSPH3"
"turquoise","RSPH9"
"turquoise","RSPO1"
"turquoise","RSPO2"
"brown","RSPO3"
"grey","RSPO4"
"turquoise","RSPRY1"
"turquoise","RSRC1"
"turquoise","RSRC2"
"turquoise","RSU1"
"turquoise","RTCA"
"turquoise","RTCB"
"turquoise","RTEL1"
"turquoise","RTF1"
"turquoise","RTFDC1"
"turquoise","RTKN2"
"turquoise","RTN1"
"turquoise","RTN3"
"turquoise","RTN4"
"turquoise","RTN4IP1"
"turquoise","RTN4R"
"turquoise","RTN4RL1"
"turquoise","RTN4RL2"
"turquoise","RTTN"
"turquoise","RUFY1"
"turquoise","RUFY2"
"turquoise","RUFY3"
"blue","RUFY4"
"turquoise","RUNDC3A"
"turquoise","RUNDC3B"
"turquoise","RUNX1"
"turquoise","RUNX1T1"
"turquoise","RUNX2"
"turquoise","RUNX3"
"turquoise","RUSC1"
"turquoise","RUSC2"
"turquoise","RUVBL1"
"turquoise","RWDD1"
"turquoise","RWDD2A"
"turquoise","RWDD2B"
"turquoise","RWDD3"
"turquoise","RWDD4"
"turquoise","RXFP1"
"turquoise","RXRA"
"turquoise","RXRG"
"turquoise","RYBP"
"turquoise","RYK"
"turquoise","RYR2"
"turquoise","RYR3"
"turquoise","S100A1"
"turquoise","S100A10"
"turquoise","S100A11"
"turquoise","S100A13"
"turquoise","S100A14"
"turquoise","S100A16"
"grey","S100A4"
"grey","S100A6"
"grey","S100A9"
"pink","S100B"
"turquoise","S1PR1"
"turquoise","S1PR2"
"turquoise","S1PR3"
"turquoise","SAAL1"
"turquoise","SACM1L"
"turquoise","SACS"
"turquoise","SAFB"
"turquoise","SAFB2"
"turquoise","SAG"
"turquoise","SALL3"
"turquoise","SALL4"
"turquoise","SAMD11"
"turquoise","SAMD12"
"turquoise","SAMD13"
"turquoise","SAMD14"
"turquoise","SAMD15"
"turquoise","SAMD3"
"turquoise","SAMD4A"
"yellow","SAMD7"
"turquoise","SAMD8"
"cyan","SAMD9L"
"turquoise","SAMHD1"
"turquoise","SAMM50"
"turquoise","SAMSN1"
"turquoise","SAP130"
"turquoise","SAP18"
"turquoise","SAP30"
"turquoise","SAP30BP"
"turquoise","SAP30L"
"turquoise","SAPCD2"
"turquoise","SAR1A"
"turquoise","SAR1B"
"brown","SARDH"
"grey","SARM1"
"turquoise","SARNP"
"turquoise","SARS"
"turquoise","SART3"
"turquoise","SASH1"
"turquoise","SASH3"
"turquoise","SASS6"
"turquoise","SAT1"
"turquoise","SATB1"
"turquoise","SATB2"
"turquoise","SAV1"
"turquoise","SAXO1"
"turquoise","SAYSD1"
"turquoise","SBDS"
"turquoise","SBF1"
"turquoise","SBF2"
"turquoise","SBK1"
"grey","SBK2"
"turquoise","SBNO1"
"turquoise","SBNO2"
"turquoise","SC5D"
"turquoise","SCAF11"
"turquoise","SCAF4"
"turquoise","SCAF8"
"turquoise","SCAI"
"turquoise","SCAMP1"
"turquoise","SCAMP2"
"turquoise","SCAMP3"
"turquoise","SCAMP4"
"turquoise","SCAP"
"turquoise","SCAPER"
"turquoise","SCARA3"
"turquoise","SCARA5"
"turquoise","SCARB1"
"turquoise","SCARB2"
"turquoise","SCARF1"
"turquoise","SCARF2"
"turquoise","SCCPDH"
"turquoise","SCD"
"turquoise","SCD5"
"yellow","SCEL"
"turquoise","SCFD1"
"turquoise","SCFD2"
"turquoise","SCG3"
"turquoise","SCG5"
"turquoise","SCGN"
"turquoise","SCHIP1"
"turquoise","SCIN"
"turquoise","SCLT1"
"turquoise","SCLY"
"turquoise","SCMH1"
"turquoise","SCML2"
"turquoise","SCML4"
"magenta","SCN1A"
"turquoise","SCN2A"
"turquoise","SCN2B"
"magenta","SCN3A"
"turquoise","SCN3B"
"yellow","SCN4A"
"pink","SCN4B"
"turquoise","SCN5A"
"turquoise","SCN8A"
"magenta","SCN9A"
"turquoise","SCNM1L"
"turquoise","SCNN1A"
"turquoise","SCNN1B"
"turquoise","SCNN1D"
"turquoise","SCNN1G"
"turquoise","SCO1"
"turquoise","SCO2"
"turquoise","SCOC"
"turquoise","SCP2"
"turquoise","SCPEP1"
"pink","SCRG1"
"turquoise","SCRIB"
"turquoise","SCRN1"
"turquoise","SCRN2"
"turquoise","SCRN3"
"turquoise","SCRT2"
"turquoise","SCT"
"grey","SCTR"
"turquoise","SCUBE1"
"turquoise","SCUBE2"
"grey","SCUBE3"
"turquoise","SCX"
"turquoise","SCYL1"
"turquoise","SCYL2"
"turquoise","SCYL3"
"turquoise","SDAD1"
"turquoise","SDC2"
"turquoise","SDC3"
"turquoise","SDC4"
"turquoise","SDCBP"
"turquoise","SDCCAG3"
"turquoise","SDCCAG8"
"turquoise","SDE2"
"turquoise","SDF2"
"turquoise","SDF2L1"
"turquoise","SDF4"
"turquoise","SDHA"
"turquoise","SDHB"
"turquoise","SDHC"
"turquoise","SDK1"
"turquoise","SDK2"
"turquoise","SDPR"
"turquoise","SDR16C5"
"turquoise","SDR42E1"
"purple","SDR42E2"
"grey","SDSL"
"grey","SEBOX"
"turquoise","SEC11A"
"turquoise","SEC11C"
"turquoise","SEC13"
"green","SEC14L1"
"turquoise","SEC14L5"
"turquoise","SEC16A"
"turquoise","SEC16B"
"turquoise","SEC22A"
"turquoise","SEC22B"
"turquoise","SEC22C"
"turquoise","SEC23B"
"turquoise","SEC23IP"
"turquoise","SEC24A"
"turquoise","SEC24B"
"turquoise","SEC24C"
"turquoise","SEC24D"
"turquoise","SEC31A"
"turquoise","SEC31B"
"turquoise","SEC61A2"
"turquoise","SEC61B"
"turquoise","SEC61G"
"turquoise","SEC62"
"turquoise","SEC63"
"turquoise","SECISBP2"
"turquoise","SECISBP2L"
"turquoise","SEH1L"
"turquoise","SEL1L"
"turquoise","SEL1L3"
"turquoise","SELE"
"turquoise","SELENBP1"
"turquoise","SELK"
"turquoise","SELM"
"turquoise","SELO"
"blue","SELPLG"
"turquoise","SELT"
"turquoise","SEMA3A"
"turquoise","SEMA3B"
"turquoise","SEMA3C"
"turquoise","SEMA3D"
"grey","SEMA3DL"
"brown","SEMA3E"
"turquoise","SEMA3F"
"turquoise","SEMA3G"
"turquoise","SEMA4B"
"turquoise","SEMA4C"
"turquoise","SEMA4D"
"turquoise","SEMA4G"
"black","SEMA5A"
"brown","SEMA5B"
"turquoise","SEMA6A"
"turquoise","SEMA6B"
"turquoise","SEMA6D"
"turquoise","SEMA7A"
"turquoise","SENP1"
"turquoise","SENP2"
"turquoise","SENP6"
"turquoise","SENP7"
"turquoise","SENP8"
"turquoise","SEP15"
"turquoise","SEPHS1"
"turquoise","SEPN1"
"turquoise","SEPP1"
"greenyellow","SEPP1L"
"turquoise","SEPSECS"
"turquoise","SEPT10"
"turquoise","SEPT11"
"brown","SEPT12"
"turquoise","SEPT2"
"turquoise","SEPT2L"
"turquoise","SEPT3"
"turquoise","SEPT4"
"pink","SEPT5"
"turquoise","SEPT6"
"turquoise","SEPT7"
"turquoise","SEPT8"
"turquoise","SEPT9"
"turquoise","SEPW1"
"turquoise","SERAC1"
"turquoise","SERBP1"
"turquoise","SERF2"
"turquoise","SERGEF"
"turquoise","SERHL2"
"turquoise","SERINC1"
"turquoise","SERINC2"
"turquoise","SERINC3"
"turquoise","SERINC4"
"turquoise","SERP1"
"turquoise","SERPINA4"
"turquoise","SERPINB1"
"grey","SERPINB10"
"grey","SERPINB10 CPOX"
"grey","SERPINB2"
"grey","SERPINB5"
"turquoise","SERPINB6"
"turquoise","SERPINC1"
"midnightblue","SERPIND1"
"turquoise","SERPINE2"
"turquoise","SERPINE3"
"turquoise","SERPINF1"
"turquoise","SERPINF2"
"turquoise","SERPING1"
"turquoise","SERPINH1"
"turquoise","SERPINI1"
"turquoise","SERTAD2"
"turquoise","SERTAD4"
"turquoise","SERTM1"
"turquoise","SESN1"
"turquoise","SESN2"
"turquoise","SESTD1"
"turquoise","SET"
"turquoise","SET domain containing 5"
"turquoise","SETBP1"
"turquoise","SETD1B"
"turquoise","SETD2"
"turquoise","SETD3"
"turquoise","SETD4"
"turquoise","SETD6"
"turquoise","SETD7"
"turquoise","SETD8"
"turquoise","SETD9"
"turquoise","SETDB1"
"turquoise","SETDB2"
"turquoise","SETMAR"
"turquoise","SETX"
"turquoise","SEZ6"
"brown","SEZ6L"
"turquoise","SF3A1"
"turquoise","SF3A2"
"turquoise","SF3A3"
"turquoise","SF3B1"
"turquoise","SF3B3"
"turquoise","SF3B4"
"turquoise","SF3B6"
"turquoise","SFI1"
"turquoise","SFMBT2"
"grey","SFN"
"turquoise","SFPQ"
"turquoise","SFR1"
"turquoise","SFRP1"
"turquoise","SFRP2"
"turquoise","SFRP4"
"turquoise","SFRP5"
"turquoise","SFSWAP"
"turquoise","SFT2D1"
"turquoise","SFT2D2"
"turquoise","SFTPA1"
"pink","SFTPC"
"turquoise","SFXN1"
"turquoise","SFXN2"
"turquoise","SFXN3"
"turquoise","SFXN4"
"turquoise","SFXN5"
"turquoise","SGCA"
"turquoise","SGCB"
"turquoise","SGCD"
"turquoise","SGCE"
"turquoise","SGCG"
"turquoise","SGCZ"
"turquoise","SGIP1"
"turquoise","SGK1"
"turquoise","SGK196"
"grey","SGK2"
"turquoise","SGK223"
"turquoise","SGK3"
"turquoise","SGMS1"
"turquoise","SGMS2"
"red","SGOL1"
"turquoise","SGOL2"
"turquoise","SGPL1"
"turquoise","SGPP1"
"turquoise","SGPP2"
"turquoise","SGSH"
"turquoise","SGSM1"
"turquoise","SGSM2"
"turquoise","SGSM3"
"turquoise","SGTA"
"turquoise","SGTB"
"turquoise","SH2B2"
"turquoise","SH2B3"
"grey","SH2D1A"
"turquoise","SH2D1B"
"turquoise","SH2D3C"
"turquoise","SH2D4A"
"turquoise","SH2D4B"
"turquoise","SH2D5"
"yellow","SH3BGR"
"turquoise","SH3BGRL"
"turquoise","SH3BGRL2"
"turquoise","SH3BGRL3"
"turquoise","SH3BP1"
"turquoise","SH3BP2"
"turquoise","SH3BP4"
"turquoise","SH3BP5"
"turquoise","SH3D19"
"turquoise","SH3GL1"
"turquoise","SH3GL2"
"turquoise","SH3GL3"
"turquoise","SH3GLB1"
"turquoise","SH3KBP1"
"turquoise","SH3PXD2A"
"turquoise","SH3PXD2B"
"turquoise","SH3RF1"
"turquoise","SH3RF2"
"brown","SH3RF3"
"turquoise","SH3TC1"
"brown","SH3TC2"
"turquoise","SH3YL1"
"turquoise","SHANK2"
"pink","SHANK3"
"turquoise","SHB"
"turquoise","SHC1"
"turquoise","SHC2"
"turquoise","SHC3"
"yellow","SHC4"
"red","SHCBP1"
"black","SHD"
"turquoise","SHE"
"turquoise","SHF"
"turquoise","SHFM1"
"turquoise","SHH"
"turquoise","SHISA2"
"turquoise","SHISA3"
"turquoise","SHISA4"
"turquoise","SHISA5"
"turquoise","SHISA6"
"black","SHISA8"
"turquoise","SHISA9"
"turquoise","SHMT1"
"turquoise","SHOC2"
"greenyellow","SHOX"
"turquoise","SHOX2"
"turquoise","SHPRH"
"turquoise","SHQ1"
"turquoise","SHROOM1"
"turquoise","SHROOM2"
"turquoise","SHROOM4"
"turquoise","SI"
"turquoise","SIAH1"
"turquoise","SIAH2"
"turquoise","SIAH3"
"turquoise","SIDT1"
"turquoise","SIDT2"
"turquoise","SIGIRR"
"grey","SIGLEC15"
"turquoise","SIGMAR1"
"turquoise","SIK1"
"turquoise","SIK2"
"turquoise","SIK3"
"turquoise","SIKE1"
"turquoise","SIL1"
"greenyellow","SIM1"
"turquoise","SIM2"
"turquoise","SIMC1"
"green","SIN3A"
"turquoise","SIN3B"
"turquoise","SIPA1L1"
"turquoise","SIPA1L2"
"turquoise","SIRT1"
"turquoise","SIRT2"
"turquoise","SIRT3"
"turquoise","SIRT4"
"turquoise","SIRT5"
"turquoise","SIRT6"
"turquoise","SIRT7"
"turquoise","SIVA1"
"turquoise","SIX1"
"turquoise","SIX2"
"turquoise","SIX3"
"turquoise","SIX4"
"turquoise","SIX6"
"red","SKA1"
"turquoise","SKA2"
"red","SKA3"
"turquoise","SKAP2"
"turquoise","SKI"
"turquoise","SKIDA1"
"turquoise","SKIL"
"turquoise","SKIV2L2"
"turquoise","SKOR1"
"turquoise","SKP2"
"blue","SLA"
"turquoise","SLA2"
"brown","SLAIN1"
"turquoise","SLAIN2"
"blue","SLAMF1"
"red","SLBP"
"turquoise","SLC10A4"
"turquoise","SLC10A7"
"cyan","SLC11A1"
"turquoise","SLC11A2"
"turquoise","SLC12A1"
"turquoise","SLC12A2"
"turquoise","SLC12A3"
"grey","SLC12A4"
"turquoise","SLC12A7"
"turquoise","SLC12A8"
"turquoise","SLC12A9"
"magenta","SLC13A1"
"magenta","SLC13A2"
"midnightblue","SLC13A3"
"turquoise","SLC13A4"
"brown","SLC13A5"
"turquoise","SLC14A2"
"grey","SLC15A1"
"brown","SLC15A2"
"turquoise","SLC15A4"
"grey","SLC15A5"
"turquoise","SLC16A1"
"turquoise","SLC16A10"
"turquoise","SLC16A14"
"turquoise","SLC16A2"
"turquoise","SLC16A3"
"turquoise","SLC16A4"
"turquoise","SLC16A5"
"turquoise","SLC16A6"
"turquoise","SLC16A7"
"turquoise","SLC16A8"
"turquoise","SLC16A9"
"turquoise","SLC17A5"
"black","SLC17A6"
"turquoise","SLC17A8"
"turquoise","SLC17A9"
"salmon","SLC18A2"
"turquoise","SLC18A3"
"turquoise","SLC18B1"
"turquoise","SLC19A1"
"turquoise","SLC19A2"
"turquoise","SLC19A3"
"turquoise","SLC1A1"
"greenyellow","SLC1A2"
"brown","SLC1A3"
"turquoise","SLC1A4"
"brown","SLC1A6"
"turquoise","SLC1A7"
"turquoise","SLC20A1"
"turquoise","SLC20A2"
"magenta","SLC22A15"
"turquoise","SLC22A16"
"grey","SLC22A18"
"turquoise","SLC22A23"
"turquoise","SLC22A3"
"turquoise","SLC22A31"
"turquoise","SLC22A5"
"grey","SLC22A7"
"turquoise","SLC23A2"
"turquoise","SLC23A3"
"grey","SLC24A1"
"turquoise","SLC24A2"
"turquoise","SLC24A3"
"magenta","SLC24A4"
"turquoise","SLC24A5"
"turquoise","SLC25A1"
"turquoise","SLC25A11"
"turquoise","SLC25A12"
"turquoise","SLC25A13"
"turquoise","SLC25A14"
"turquoise","SLC25A15"
"turquoise","SLC25A16"
"turquoise","SLC25A17"
"turquoise","SLC25A19"
"turquoise","SLC25A20"
"turquoise","SLC25A21"
"turquoise","SLC25A22"
"turquoise","SLC25A24"
"turquoise","SLC25A25"
"turquoise","SLC25A26"
"turquoise","SLC25A28"
"turquoise","SLC25A29"
"turquoise","SLC25A3"
"turquoise","SLC25A30"
"turquoise","SLC25A32"
"turquoise","SLC25A34"
"turquoise","SLC25A36"
"tan","SLC25A37"
"turquoise","SLC25A38"
"turquoise","SLC25A39"
"grey","SLC25A40"
"turquoise","SLC25A42"
"turquoise","SLC25A43"
"turquoise","SLC25A44"
"turquoise","SLC25A46"
"turquoise","SLC25A47"
"midnightblue","SLC25A48"
"yellow","SLC25A5"
"turquoise","SLC25A51"
"turquoise","SLC26A11"
"turquoise","SLC26A2"
"grey","SLC26A3"
"turquoise","SLC26A4"
"turquoise","SLC26A5"
"grey","SLC26A6"
"midnightblue","SLC26A7"
"turquoise","SLC26A8"
"grey","SLC26A9"
"brown","SLC27A1"
"turquoise","SLC27A2"
"turquoise","SLC27A4"
"turquoise","SLC27A6"
"grey","SLC28A2"
"purple","SLC28A3"
"turquoise","SLC29A1"
"turquoise","SLC29A4"
"turquoise","SLC2A1"
"turquoise","SLC2A10"
"turquoise","SLC2A12"
"turquoise","SLC2A13"
"turquoise","SLC2A2"
"turquoise","SLC2A3"
"blue","SLC2A5"
"grey","SLC2A6"
"turquoise","SLC2A8"
"turquoise","SLC2A9"
"turquoise","SLC30A10"
"blue","SLC30A2"
"turquoise","SLC30A4"
"turquoise","SLC30A5"
"turquoise","SLC30A6"
"turquoise","SLC30A7"
"grey","SLC30A8"
"turquoise","SLC30A9"
"turquoise","SLC31A1"
"turquoise","SLC31A2"
"black","SLC32A1"
"turquoise","SLC33A1"
"turquoise","SLC34A1"
"turquoise","SLC34A2"
"turquoise","SLC35A1"
"turquoise","SLC35A3"
"turquoise","SLC35A4"
"turquoise","SLC35A5"
"turquoise","SLC35B1"
"turquoise","SLC35B2"
"turquoise","SLC35B3"
"turquoise","SLC35B4"
"turquoise","SLC35C1"
"turquoise","SLC35C2"
"turquoise","SLC35D1"
"turquoise","SLC35D2"
"turquoise","SLC35E1"
"turquoise","SLC35E2B"
"turquoise","SLC35E3"
"turquoise","SLC35E4"
"turquoise","SLC35F1"
"turquoise","SLC35F2"
"turquoise","SLC35F3"
"brown","SLC35F4"
"turquoise","SLC35F5"
"turquoise","SLC35F6"
"turquoise","SLC35G1"
"turquoise","SLC35G2"
"turquoise","SLC36A1"
"turquoise","SLC36A4"
"turquoise","SLC37A1"
"blue","SLC37A2"
"turquoise","SLC37A3"
"turquoise","SLC37A4"
"turquoise","SLC38A1"
"turquoise","SLC38A10"
"turquoise","SLC38A11"
"turquoise","SLC38A2"
"turquoise","SLC38A3"
"midnightblue","SLC38A4"
"turquoise","SLC38A6"
"turquoise","SLC38A7"
"turquoise","SLC38A8"
"turquoise","SLC38A9"
"turquoise","SLC39A1"
"turquoise","SLC39A10"
"turquoise","SLC39A11"
"black","SLC39A12"
"turquoise","SLC39A13"
"turquoise","SLC39A14"
"turquoise","SLC39A6"
"turquoise","SLC39A8"
"turquoise","SLC39A9"
"turquoise","SLC3A1"
"turquoise","SLC3A2"
"turquoise","SLC40A1"
"turquoise","SLC41A2"
"turquoise","SLC41A3"
"turquoise","SLC43A2"
"turquoise","SLC43A3"
"turquoise","SLC44A1"
"turquoise","SLC44A3"
"turquoise","SLC44A5"
"turquoise","SLC45A1"
"turquoise","SLC45A2"
"turquoise","SLC45A3"
"turquoise","SLC45A4"
"turquoise","SLC46A1"
"blue","SLC46A2"
"turquoise","SLC46A3"
"turquoise","SLC47A1"
"midnightblue","SLC47A2"
"turquoise","SLC48A1"
