"study","treatment","sex","bird_id","hormone","plasma_conc","icons","music","iconpath","logconc"
"characterization","lay","female","G.S.Blk.O","prolactin",8.020768,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.904215954592544
"manipulation","prolong","male","x.blu57","prolactin",73.615456,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.86696900660385
"manipulation","prolong","female","r194.x","prolactin",86.443904,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.93673437236404
"manipulation","m.inc.d8","female","s002.x","prolactin",39.301344,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.59440740232971
"manipulation","m.inc.d8","male","r4.x","prolactin",19.800352,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.29667291098369
"manipulation","extend","male","blu84.x","prolactin",80.689792,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.90681859595522
"manipulation","extend","female","x.o61","prolactin",80.959968,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.90827032783779
"manipulation","prolong","female","l.s.pk.r","prolactin",72.593536,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.86089795121645
"manipulation","prolong","male","x.y79","prolactin",74.772256,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.87374048421189
"manipulation","m.inc.d17","female","o.s.w.blk","prolactin",29.656544,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.47212053950489
"manipulation","m.inc.d17","male","g32.blu79","prolactin",8.875456,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.948190675326714
"manipulation","m.inc.d3","male","d.s.g.blk","prolactin",5.19968,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.715976616998162
"manipulation","m.inc.d3","female","d.s.blk.r","prolactin",6.350784,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.802827341962292
"manipulation","m.inc.d17","female","x.blu94","prolactin",25.365664,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.40424623538047
"manipulation","m.inc.d3","male","o.s.r.blk","prolactin",4.709728,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.672995826128869
"manipulation","m.inc.d3","female","r.s.y.blk","prolactin",16.85984,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.2268534488506
"manipulation","m.inc.d8","female","blk.y.l.s","prolactin",7.999904,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",0.903084775426891
"manipulation","m.inc.d8","male","r.s.d.l","prolactin",6.755936,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",0.829685526781373
"manipulation","m.inc.d8","male","s.blk.d.r","prolactin",18.431712,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.26556567583882
"manipulation","m.n2","male","blu110.w26.x","prolactin",18.35024,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.26364174869678
"manipulation","m.inc.d8","male","pu.blk.s.y","prolactin",14.69952,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.16730315347234
"manipulation","m.inc.d8","female","blu80.r97","prolactin",20.54288,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.3126613292529
"manipulation","m.inc.d8","male","blu119.w84.x","prolactin",19.66464,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.29368600020193
"characterization","lay","male","pk.s.blk.w","prolactin",7.66912,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.884745533301004
"characterization","lay","female","g.blk.s.pk","prolactin",5.466592,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.737716661460455
"manipulation","prolong","female","x.blk20","prolactin",85.615008,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.93254990159619
"manipulation","prolong","male","pk.s.d.g","prolactin",93.70144,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.97174626515937
"manipulation","prolong","female","s.pu.pk","prolactin",84.423168,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.92646164513068
"manipulation","prolong","male","g.y.o.s","prolactin",3.78176,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",0.577693963963554
"manipulation","m.n2","female","l.s.w.d","prolactin",23.31088,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.36755866871278
"manipulation","m.n2","male","s.o.r","prolactin",17.711968,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.24826681890073
"manipulation","m.inc.d17","female","g63.blu65","prolactin",12.87712,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.10981874284009
"manipulation","m.inc.d17","male","o59.blu64","prolactin",15.224864,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.18255342187547
"manipulation","m.n2","male","x.blu76","prolactin",11.66816,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.06700237576686
"manipulation","m.n2","female","s.y.blk.pk","prolactin",47.694496,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.67846826384623
"manipulation","extend","female","blk19.x","prolactin",100.680672,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",2.00294610561409
"manipulation","extend","male","r.s.l.blk","prolactin",60.716864,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.78330933234285
"manipulation","extend","female","s.g.blk.y","prolactin",48.435488,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.6851636797235
"manipulation","extend","male","x.blu69","prolactin",35.153952,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.54597415539607
"manipulation","m.n2","female","y98.g54","prolactin",14.789728,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.16996018689849
"manipulation","m.n2","male","x.o4","prolactin",28.879616,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.46059141430654
"manipulation","prolong","female","l.s.o.w","prolactin",68.542976,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.83596295670779
"manipulation","prolong","male","l.s.blk.r","prolactin",4.662336,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",0.668603568559866
"manipulation","m.inc.d8","female","x.s188","prolactin",11.66816,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.06700237576686
"manipulation","m.inc.d8","male","y55.x","prolactin",6.331616,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",0.801514567886772
"manipulation","prolong","female","blk.s.pu.d","prolactin",43.81344,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.64160735302677
"manipulation","prolong","male","blk.s.o.g","prolactin",35.267392,"manip-inc.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-inc.png",1.54737334506906
"manipulation","m.inc.d17","female","g.y.blk.s","prolactin",31.838592,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.50295385365887
"characterization","lay","male","pk.w.s.o","prolactin",16.298784,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",1.21215520429417
"characterization","lay","female","s.o.pk.pu","prolactin",6.87648,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.83736618419819
"manipulation","m.inc.d17","male","l.s.y.g","prolactin",65.159232,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.81397595684998
"manipulation","m.inc.d17","female","pk.s.o.y","prolactin",21.174336,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.32580980029873
"manipulation","m.inc.d17","female","s.l.pk.blk","prolactin",13.28,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.123198075032
"manipulation","m.inc.d17","male","s.g.blk.pk","prolactin",3.439808,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.536534202203035
"manipulation","extend","female","x.y64","prolactin",72.760032,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.86189288139502
"manipulation","extend","male","x.blu73","prolactin",66.895328,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.82539578750367
"manipulation","m.inc.d8","female","x.g26","prolactin",27.468288,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.43883159224463
"manipulation","m.inc.d8","male","x.y51","prolactin",8.105536,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",0.908781739005073
"manipulation","m.inc.d3","male","blk5.x","prolactin",11.476288,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.05980143842734
"manipulation","m.inc.d3","female","g144.r54.x","prolactin",9.19424,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.963515836081167
"manipulation","m.inc.d17","female","s.g.d.blk","prolactin",10.535776,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.02266652856363
"manipulation","m.inc.d17","male","s.g.blk.pu","prolactin",6.680096,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.824782703788522
"manipulation","m.inc.d17","female","d.s.blk.w","prolactin",49.70528,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.69640252460995
"manipulation","m.inc.d17","male","x.o40.r70","prolactin",16.624224,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.22074138207237
"manipulation","m.inc.d17","female","o169.r28.x","prolactin",58.222144,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.7650881940644
"manipulation","m.inc.d17","male","y148.w81.g145","prolactin",31.806688,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.50251844879268
"manipulation","m.inc.d3","male","s.blk.pu.pk","prolactin",6.29952,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.799307459089597
"manipulation","m.inc.d3","female","blk.s.y.g","prolactin",27.04864,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.4321454337552
"manipulation","m.inc.d8","female","pk.s.d.l","prolactin",14.665024,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.16628277806045
"manipulation","m.inc.d8","male","g.s.r.blk","prolactin",25.9472,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.41409049936527
"manipulation","m.inc.d17","female","x.y119.w11","prolactin",11.305088,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",1.05327394728869
"manipulation","m.inc.d17","male","x.r10.w18","prolactin",7.400256,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.86924674371264
"manipulation","m.inc.d3","female","s.y.pk.blk","prolactin",7.247936,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.860214349821963
"manipulation","m.inc.d3","male","s.l.blk.w","prolactin",3.51104,"removal-egg.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-egg.png",0.545435777252398
"manipulation","m.n2","female","blk.s.g.w","prolactin",90.747968,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.95783690923138
"manipulation","m.n2","male","s.blk.pk.w","prolactin",61.937152,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",1.79195123170981
"manipulation","m.inc.d8","female","s.blk.r.g","prolactin",16.68368,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.22229185130284
"manipulation","m.inc.d8","male","g.s.o.pk","prolactin",15.86336,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.20039518013855
"manipulation","extend","female","s.blk.pk.pu","prolactin",59.991168,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.77808731753033
"manipulation","extend","male","r.s.g.pk","prolactin",60.524096,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.78192831145299
"manipulation","extend","female","r.s.o.d","prolactin",46.984384,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.67195353730705
"manipulation","extend","male","l.s.o.blk","prolactin",45.066208,"manip-hatch.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_manip-hatch.png",1.65385101682495
"characterization","lay","female","s.blk.pu.r","prolactin",6.078336,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.783784703462361
"characterization","lay","male","r.s.blk.pu","prolactin",15.193696,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",1.1816634326617
"manipulation","m.n2","male","g34.x","prolactin",4.752768,"removal-chick.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_removal-chick.png",0.676946615309086
"characterization","lay","female","s.o.pk","prolactin",4.42272,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",0.645689445292248
"characterization","lay","male","o.s.w.r","prolactin",31.757472,"lay.png","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9zgaht3nmVL4moYqz0uKBhYefpTgYrX69_qyL8kmznImDRk-KRw&s","../figures/images/icons/DoveParentsRNAseq_lay.png",1.50184592385118
